Date,Open,High,Low,Close,Volume,Adj_Close
2024-05-20,1450.0999755859375,1469.699951171875,1450.0999755859375,1458.800048828125,21884989,1458.800048828125
2024-05-21,1457.8499755859375,1465.5999755859375,1448.1500244140625,1459.199951171875,19998139,1459.199951171875
2024-05-22,1458.6500244140625,1495.6500244140625,1457.050048828125,1492.5999755859375,20430960,1492.5999755859375
2024-05-23,1487.5,1519.9000244140625,1486.0,1517.199951171875,15530103,1517.199951171875
2024-05-26,1523.3499755859375,1545.0,1519.050048828125,1527.699951171875,14692720,1527.699951171875
2024-05-27,1530.0999755859375,1536.050048828125,1524.800048828125,1530.5,13954452,1530.5
2024-05-28,1518.0,1523.8499755859375,1501.25,1508.300048828125,17573853,1508.300048828125
2024-05-29,1499.199951171875,1523.5999755859375,1497.6500244140625,1514.8499755859375,16877675,1514.8499755859375
2024-05-30,1519.0,1536.0,1514.0,1531.550048828125,37039794,1531.550048828125
2024-06-02,1599.0,1599.0,1550.0,1572.199951171875,36318628,1572.199951171875
2024-06-03,1557.0,1559.0,1454.0,1483.1500244140625,44765620,1483.1500244140625
2024-06-04,1494.050048828125,1559.5999755859375,1482.3499755859375,1551.800048828125,40815825,1551.800048828125
2024-06-05,1564.9000244140625,1565.449951171875,1546.5999755859375,1559.699951171875,23211435,1559.699951171875
2024-06-06,1561.050048828125,1584.3499755859375,1552.050048828125,1573.3499755859375,18356108,1573.3499755859375
2024-06-09,1574.0,1580.6500244140625,1557.5999755859375,1561.300048828125,11227029,1561.300048828125
2024-06-10,1556.0,1571.0,1552.199951171875,1564.800048828125,14772663,1564.800048828125
2024-06-11,1575.0,1588.300048828125,1566.4000244140625,1574.1500244140625,19640218,1574.1500244140625
2024-06-12,1581.75,1585.699951171875,1574.0,1580.75,12060096,1580.75
2024-06-13,1584.0,1599.0,1577.699951171875,1596.9000244140625,12770277,1596.9000244140625
2024-06-17,1596.9000244140625,1610.5,1589.449951171875,1607.800048828125,16207857,1607.800048828125
2024-06-18,1613.4000244140625,1669.9000244140625,1604.0,1657.8499755859375,45065598,1657.8499755859375
2024-06-19,1669.800048828125,1681.449951171875,1652.0,1669.3499755859375,20704371,1669.3499755859375
2024-06-20,1672.8499755859375,1672.8499755859375,1643.1500244140625,1665.75,25815388,1665.75
2024-06-23,1647.0,1675.0999755859375,1645.75,1672.4000244140625,14272497,1672.4000244140625
2024-06-24,1671.0999755859375,1716.949951171875,1671.0999755859375,1711.3499755859375,37260774,1711.3499755859375
2024-06-25,1707.949951171875,1710.9000244140625,1691.0999755859375,1701.5,23798333,1701.5
2024-06-26,1696.0999755859375,1713.0,1686.5999755859375,1696.1500244140625,27537325,1696.1500244140625
2024-06-27,1697.5999755859375,1706.5999755859375,1679.0,1683.800048828125,13238023,1683.800048828125
2024-06-30,1680.0,1707.300048828125,1680.0,1705.199951171875,10593512,1705.199951171875
2024-07-01,1715.0,1734.9000244140625,1702.75,1730.5999755859375,22960845,1730.5999755859375
2024-07-02,1791.0,1794.0,1764.6500244140625,1768.6500244140625,61608901,1768.6500244140625
2024-07-03,1759.75,1759.75,1724.8499755859375,1727.1500244140625,22924329,1727.1500244140625
2024-07-04,1685.0,1685.0,1642.199951171875,1648.0999755859375,41121274,1648.0999755859375
2024-07-07,1645.300048828125,1654.949951171875,1627.1500244140625,1635.3499755859375,19543900,1635.3499755859375
2024-07-08,1625.0,1646.699951171875,1620.3499755859375,1636.5,24275439,1636.5
2024-07-09,1629.949951171875,1640.0,1620.75,1626.0999755859375,22753591,1626.0999755859375
2024-07-10,1623.949951171875,1625.8499755859375,1601.0,1621.9000244140625,22088537,1621.9000244140625
2024-07-11,1622.0,1638.4000244140625,1611.1500244140625,1622.699951171875,28024980,1622.699951171875
2024-07-14,1623.5,1629.800048828125,1615.199951171875,1622.0999755859375,16687847,1622.0999755859375
2024-07-15,1620.75,1627.0,1616.800048828125,1619.75,14475162,1619.75
2024-07-17,1608.0,1623.949951171875,1599.1500244140625,1614.800048828125,16858532,1614.800048828125
2024-07-18,1616.0,1623.0,1603.5,1607.300048828125,13001076,1607.300048828125
2024-07-21,1617.0,1651.0,1612.6500244140625,1642.550048828125,26872411,1642.550048828125
2024-07-22,1647.550048828125,1647.800048828125,1605.0,1618.4000244140625,26001076,1618.4000244140625
2024-07-23,1608.1500244140625,1621.0,1588.050048828125,1604.050048828125,30864103,1604.050048828125
2024-07-24,1593.0,1625.0,1593.0,1616.5999755859375,12767866,1616.5999755859375
2024-07-25,1605.0,1621.75,1596.449951171875,1618.1500244140625,21905270,1618.1500244140625
2024-07-28,1615.0,1631.8499755859375,1598.300048828125,1605.050048828125,25500574,1605.050048828125
2024-07-29,1602.0,1634.75,1599.0,1615.550048828125,27297917,1615.550048828125
2024-07-30,1614.0,1627.9000244140625,1609.199951171875,1615.75,18910242,1615.75
2024-07-31,1622.9000244140625,1650.050048828125,1617.949951171875,1638.800048828125,13107587,1638.800048828125
2024-08-01,1631.0,1670.5,1631.0,1659.1500244140625,22059619,1659.1500244140625
2024-08-04,1640.0999755859375,1646.0,1601.0,1615.75,20666817,1615.75
2024-08-05,1630.0,1632.949951171875,1593.300048828125,1601.199951171875,22558025,1601.199951171875
2024-08-06,1617.0,1630.0,1602.199951171875,1623.5,21173132,1623.5
2024-08-07,1624.0,1653.300048828125,1619.25,1642.699951171875,16988475,1642.699951171875
2024-08-08,1652.0,1662.550048828125,1645.800048828125,1650.199951171875,13322309,1650.199951171875
2024-08-11,1652.0,1675.949951171875,1647.3499755859375,1660.0999755859375,19658098,1660.0999755859375
2024-08-12,1628.0,1632.4000244140625,1601.1500244140625,1603.199951171875,27027521,1603.199951171875
2024-08-13,1606.5,1613.699951171875,1603.199951171875,1607.800048828125,16167214,1607.800048828125
2024-08-15,1628.5,1634.1500244140625,1611.0,1632.0999755859375,13924623,1632.0999755859375
2024-08-18,1637.6500244140625,1637.6500244140625,1623.699951171875,1631.550048828125,9751082,1631.550048828125
2024-08-19,1627.449951171875,1646.0,1627.449951171875,1637.699951171875,15567247,1637.699951171875
2024-08-20,1628.0999755859375,1634.550048828125,1617.800048828125,1625.800048828125,23815452,1625.800048828125
2024-08-21,1632.0,1638.300048828125,1628.0,1631.300048828125,10650319,1631.300048828125
2024-08-22,1634.0,1634.0,1623.0,1625.050048828125,10166711,1625.050048828125
2024-08-25,1632.199951171875,1647.949951171875,1632.199951171875,1639.949951171875,11182133,1639.949951171875
2024-08-26,1643.4000244140625,1647.4000244140625,1632.199951171875,1637.75,17886622,1637.75
2024-08-27,1637.75,1639.75,1630.199951171875,1637.0999755859375,13460594,1637.0999755859375
2024-08-28,1642.0,1644.4000244140625,1631.1500244140625,1638.550048828125,24526302,1638.550048828125
2024-08-29,1656.0,1662.0,1621.1500244140625,1636.9000244140625,222671050,1636.9000244140625
2024-09-01,1646.800048828125,1646.800048828125,1623.199951171875,1626.949951171875,17024840,1626.949951171875
2024-09-02,1634.0,1639.949951171875,1624.5999755859375,1637.3499755859375,18641430,1637.3499755859375
2024-09-03,1639.0,1644.800048828125,1632.0,1641.800048828125,12341372,1641.800048828125
2024-09-04,1646.0,1649.9000244140625,1642.0,1645.449951171875,11438159,1645.449951171875
