Date,Open,High,Low,Close,Volume,Adj_Close
2024-05-20,23322.94921875,23422.05078125,23215.44921875,23353.75,603000.0,23353.75
2024-05-21,23380.900390625,23400.25,23201.94921875,23324.099609375,517600.0,23324.099609375
2024-05-22,23368.55078125,23874.75,23252.19921875,23849.25,622300.0,23849.25
2024-05-23,23774.150390625,24038.599609375,23692.150390625,23891.44921875,958500.0,23891.44921875
2024-05-26,23972.400390625,23996.69921875,23696.349609375,23877.150390625,1285400.0,23877.150390625
2024-05-27,23894.650390625,23978.44921875,23763.400390625,23814.25,529800.0,23814.25
2024-05-28,23670.55078125,23805.44921875,23566.05078125,23757.94921875,796600.0,23757.94921875
2024-05-29,23690.5,23767.25,23392.150390625,23471.0,1404900.0,23471.0
2024-05-30,23613.400390625,23733.650390625,23314.05078125,23419.599609375,1415100.0,23419.599609375
2024-06-02,24159.69921875,24159.69921875,23874.900390625,23992.69921875,816200.0,23992.69921875
2024-06-03,24000.94921875,24001.099609375,22026.30078125,23193.30078125,1419100.0,23193.30078125
2024-06-04,23374.150390625,24347.900390625,23120.650390625,24283.75,893100.0,24283.75
2024-06-05,24367.80078125,24463.30078125,24200.94921875,24396.69921875,742000.0,24396.69921875
2024-06-06,24317.75,25043.349609375,24282.400390625,25020.19921875,710800.0,25020.19921875
2024-06-09,25100.5,25260.05078125,24912.599609375,25022.650390625,846400.0,25022.650390625
2024-06-10,25075.25,25342.19921875,25008.19921875,25230.80078125,574800.0,25230.80078125
2024-06-11,25296.650390625,25407.150390625,25198.05078125,25217.599609375,595000.0,25217.599609375
2024-06-12,25482.30078125,25482.30078125,25162.5,25393.19921875,469900.0,25393.19921875
2024-06-13,25437.80078125,25774.69921875,25347.349609375,25722.099609375,667000.0,25722.099609375
2024-06-17,25844.69921875,25991.44921875,25690.349609375,25715.30078125,903200.0,25715.30078125
2024-06-18,25809.849609375,25824.349609375,25344.400390625,25381.69921875,812700.0,25381.69921875
2024-06-19,25432.099609375,25498.400390625,25201.25,25267.849609375,675300.0,25267.849609375
2024-06-20,25344.80078125,25437.349609375,25016.900390625,25092.30078125,711700.0,25092.30078125
2024-06-23,25033.94921875,25350.849609375,24861.30078125,25309.80078125,567700.0,25309.80078125
2024-06-24,25363.650390625,25505.75,25205.5,25250.25,632300.0,25250.25
2024-06-25,25260.5,25293.80078125,24999.599609375,25018.900390625,569200.0,25018.900390625
2024-06-26,25025.650390625,25249.55078125,24841.849609375,25191.400390625,978200.0,25191.400390625
2024-06-27,25160.55078125,25339.150390625,25119.650390625,25200.599609375,633900.0,25200.599609375
2024-06-30,25173.650390625,25417.900390625,25172.400390625,25323.849609375,0.0,25323.849609375
2024-07-01,25397.30078125,25397.30078125,25039.150390625,25130.849609375,0.0,25130.849609375
2024-07-02,25252.0,25273.30078125,25123.19921875,25182.80078125,0.0,25182.80078125
2024-07-03,25270.75,25415.25,25242.55078125,25366.44921875,522200.0,25366.44921875
2024-07-04,25377.75,25428.75,25226.44921875,25398.30078125,478100.0,25398.30078125
2024-07-07,25480.55078125,25581.94921875,25230.80078125,25260.5,452000.0,25260.5
2024-07-08,25389.69921875,25845.75,25338.349609375,25823.55078125,483400.0,25823.55078125
2024-07-09,25904.44921875,25906.099609375,25094.099609375,25302.80078125,649000.0,25302.80078125
2024-07-10,25381.099609375,25431.150390625,25228.900390625,25257.25,576400.0,25257.25
2024-07-11,25246.400390625,25301.400390625,25102.400390625,25145.44921875,342700.0,25145.44921875
2024-07-14,25235.69921875,25451.099609375,25191.150390625,25419.80078125,414700.0,25419.80078125
2024-07-15,25510.25,25587.849609375,25430.94921875,25482.900390625,298200.0,25482.900390625
2024-07-17,25457.400390625,25605.5,25162.69921875,25576.69921875,844300.0,25576.69921875
2024-07-18,25573.900390625,25573.900390625,24931.25,24963.349609375,421500.0,24963.349609375
2024-07-21,24889.30078125,25292.900390625,24689.80078125,25250.75,523800.0,25250.75
2024-07-22,25361.75,25458.19921875,24473.80078125,25321.69921875,527300.0,25321.69921875
2024-07-23,25305.80078125,25370.099609375,25193.05078125,25309.05078125,419400.0,25309.05078125
2024-07-24,25210.69921875,25640.400390625,25147.349609375,25627.349609375,768600.0,25627.349609375
2024-07-25,25759.25,26289.349609375,25601.69921875,26250.69921875,898300.0,26250.69921875
2024-07-28,26382.30078125,26460.650390625,26261.80078125,26426.55078125,686900.0,26426.55078125
2024-07-29,26468.849609375,26757.900390625,26386.099609375,26580.94921875,556000.0,26580.94921875
