Date,Open,High,Low,Close,Volume,Adj_Close
2024-05-20,12600.150390625,12678.900390625,12441.7998046875,12473.2998046875,443136,12356.587890625
2024-05-21,12427.7998046875,12563.0,12363.099609375,12531.349609375,280015,12414.09375
2024-05-22,12566.0498046875,12975.099609375,12473.0498046875,12934.900390625,768732,12813.869140625
2024-05-23,12865.0,13034.0,12811.0,13000.4501953125,624801,12878.8056640625
2024-05-26,13023.4501953125,13058.5,12777.0,12906.099609375,464953,12785.337890625
2024-05-27,12890.0,12985.9501953125,12800.25,12818.599609375,333806,12698.65625
2024-05-28,12818.0,12850.0498046875,12750.0,12788.650390625,353706,12668.9873046875
2024-05-29,12721.0,12810.0,12550.0,12598.0,524559,12480.12109375
2024-05-30,12598.0,12633.349609375,12330.0,12399.2998046875,908304,12283.2802734375
2024-06-02,12825.0,12825.0,12402.5498046875,12476.150390625,485936,12359.4111328125
2024-06-03,12596.599609375,12597.2001953125,11561.4501953125,12176.0498046875,825928,12062.119140625
2024-06-04,12180.0,12614.099609375,12125.099609375,12502.599609375,447581,12385.61328125
2024-06-05,12511.5498046875,12690.0,12468.0,12673.5,447536,12554.9140625
2024-06-06,12582.349609375,12828.0,12582.349609375,12810.900390625,532480,12691.029296875
2024-06-09,12765.150390625,12920.0,12627.900390625,12717.5498046875,293471,12598.5517578125
2024-06-10,12743.5,12939.5498046875,12655.2001953125,12863.650390625,358807,12743.28515625
2024-06-11,12863.650390625,12951.599609375,12802.0,12849.349609375,302719,12729.1181640625
2024-06-12,12940.0,12940.0,12739.599609375,12846.849609375,297240,12726.6416015625
2024-06-13,12831.5,12895.0,12778.7998046875,12845.2001953125,216967,12725.0078125
2024-06-17,12878.400390625,12880.0,12542.0498046875,12560.9501953125,823306,12443.41796875
2024-06-18,12610.0,12625.0,12200.0,12242.099609375,694871,12127.55078125
2024-06-19,12246.0,12305.5,12135.0,12149.5,907751,12035.8173828125
2024-06-20,12220.0,12366.25,12083.5,12201.5,947800,12087.3310546875
2024-06-23,12181.0,12289.0,12041.0,12183.400390625,550862,12069.400390625
2024-06-24,12201.400390625,12237.7998046875,12072.0498046875,12116.599609375,594272,12003.224609375
2024-06-25,12117.0,12323.849609375,12067.7001953125,12198.25,447931,12084.111328125
2024-06-26,12200.0,12227.2998046875,12010.0,12178.75,1230852,12064.7939453125
2024-06-27,12184.9501953125,12201.5,12004.150390625,12033.849609375,1160395,11921.2490234375
2024-06-30,12045.0,12260.0,12005.5498046875,12108.650390625,1134926,11995.349609375
2024-07-01,12149.9501953125,12149.9501953125,11995.0,12042.599609375,687181,11929.9169921875
2024-07-02,12115.0,12150.0,11960.0,12123.650390625,467532,12010.2099609375
2024-07-03,12135.0,12210.0,12071.7998046875,12089.599609375,299684,11976.4775390625
2024-07-04,12069.150390625,12137.4501953125,12021.900390625,12104.0498046875,406926,11990.79296875
2024-07-07,12104.0,12112.0,11966.0,12023.599609375,496933,11911.0947265625
2024-07-08,12325.0,12959.9501953125,12264.0498046875,12827.7001953125,2114130,12707.671875
2024-07-09,12950.0498046875,13300.0,12732.650390625,12772.7998046875,2070520,12653.28515625
2024-07-10,12800.0,12923.7998046875,12695.0498046875,12715.2001953125,608983,12596.224609375
2024-07-11,12620.0,12669.900390625,12475.0,12562.5,674746,12444.953125
2024-07-14,12600.0,12768.5,12590.0,12643.9501953125,697186,12525.640625
2024-07-15,12643.0,12798.0,12581.75,12639.5498046875,347810,12521.2822265625
2024-07-17,12633.0,12680.0,12463.0,12644.0498046875,391216,12525.7392578125
2024-07-18,12650.0,12710.0,12496.4501953125,12524.2998046875,351955,12407.1103515625
2024-07-21,12500.0,12658.9501953125,12400.0498046875,12641.25,249631,12522.9658203125
2024-07-22,12720.0,12734.9501953125,12360.0,12629.0498046875,332258,12510.8798828125
2024-07-23,12634.0,12663.2001953125,12458.2001953125,12487.25,285860,12370.4072265625
2024-07-24,12388.0498046875,12525.0,12388.0498046875,12509.2001953125,396789,12392.15234375
2024-07-25,12470.0,12743.099609375,12389.2001953125,12663.7001953125,537693,12545.2060546875
2024-07-28,12709.0,12773.7001953125,12603.0,12751.5498046875,388263,12632.2333984375
2024-07-29,12760.0,12968.7998046875,12709.900390625,12873.650390625,526539,12753.1923828125
2024-07-30,12980.0,13375.0,12895.150390625,13115.7998046875,836405,12993.0751953125
2024-07-31,13393.0,13680.0,13112.0,13359.0498046875,2040384,13234.0498046875
2024-08-01,13126.0,13174.900390625,12673.0498046875,12726.400390625,1333355,12726.400390625
2024-08-04,12490.0,12490.0,12027.650390625,12200.849609375,1131415,12200.849609375
2024-08-05,12390.0,12554.900390625,12110.0,12131.099609375,623565,12131.099609375
2024-08-06,12399.0,12450.0,12265.900390625,12371.5,433514,12371.5
2024-08-07,12371.0,12392.7001953125,12152.150390625,12218.849609375,358577,12218.849609375
