Date,Open,High,Low,Close,Volume,Adj_Close
2024-05-20,2307.0,2324.800048828125,2301.75,2310.699951171875,1663959,2271.16015625
2024-05-21,2311.0,2374.0,2310.699951171875,2366.89990234375,1914851,2326.3984375
2024-05-22,2366.89990234375,2386.800048828125,2355.0,2382.5,1614718,2341.731689453125
2024-05-23,2378.5,2383.25,2364.699951171875,2369.050048828125,974100,2328.511962890625
2024-05-26,2369.050048828125,2399.949951171875,2362.5,2384.5,1116934,2343.697509765625
2024-05-27,2390.0,2409.0,2378.550048828125,2395.949951171875,1631747,2354.951416015625
2024-05-28,2381.199951171875,2395.0,2369.39990234375,2373.39990234375,1592495,2332.787353515625
2024-05-29,2368.0,2372.449951171875,2334.050048828125,2351.39990234375,1837380,2311.163818359375
2024-05-30,2353.0,2377.449951171875,2317.60009765625,2329.050048828125,5529186,2289.1962890625
2024-06-02,2381.0,2387.449951171875,2344.300048828125,2355.89990234375,1207445,2315.586669921875
2024-06-03,2374.0,2510.050048828125,2342.10009765625,2496.300048828125,7826048,2453.58447265625
2024-06-04,2533.550048828125,2723.949951171875,2525.0,2602.75,11061076,2558.212890625
2024-06-05,2600.0,2600.0,2518.0,2549.60009765625,4102547,2505.972412109375
2024-06-06,2555.300048828125,2596.5,2525.0,2577.800048828125,3974253,2533.689697265625
2024-06-09,2579.0,2593.64990234375,2546.0,2565.35009765625,1449122,2521.452880859375
2024-06-10,2566.0,2576.699951171875,2551.300048828125,2556.35009765625,1402423,2512.60693359375
2024-06-11,2568.0,2568.0,2517.0,2528.699951171875,1754677,2485.429931640625
2024-06-12,2487.949951171875,2505.800048828125,2446.449951171875,2487.39990234375,3123098,2444.836669921875
2024-06-13,2473.0,2510.39990234375,2470.39990234375,2479.75,1729552,2461.0634765625
2024-06-17,2479.89990234375,2498.0,2473.14990234375,2486.25,1820933,2467.514404296875
2024-06-18,2495.0,2495.0,2451.5,2457.0,986976,2438.48486328125
2024-06-19,2457.0,2490.0,2446.64990234375,2482.199951171875,2163310,2463.494873046875
2024-06-20,2475.0,2478.0,2426.550048828125,2441.300048828125,3646215,2422.9033203125
2024-06-23,2435.0,2467.85009765625,2427.050048828125,2442.199951171875,1945519,2423.79638671875
2024-06-24,2439.35009765625,2446.699951171875,2427.89990234375,2432.199951171875,833789,2413.871826171875
2024-06-25,2437.0,2467.0,2432.39990234375,2445.60009765625,1738656,2427.1708984375
2024-06-26,2449.949951171875,2483.199951171875,2436.0,2462.14990234375,3402726,2443.595947265625
2024-06-27,2463.0,2490.5,2462.85009765625,2473.050048828125,2129791,2454.4140625
2024-06-30,2461.050048828125,2523.0,2450.10009765625,2505.10009765625,3312865,2486.22265625
2024-07-01,2515.0,2515.0,2479.35009765625,2485.14990234375,1305210,2466.422607421875
2024-07-02,2486.64990234375,2519.85009765625,2474.300048828125,2510.35009765625,1406405,2491.43310546875
2024-07-03,2515.050048828125,2536.85009765625,2492.89990234375,2495.949951171875,1977010,2477.141357421875
2024-07-04,2495.949951171875,2554.0,2495.949951171875,2547.0,1754286,2527.806640625
2024-07-07,2560.0,2595.0,2536.25,2587.14990234375,2818809,2567.654052734375
2024-07-08,2587.14990234375,2614.0,2568.0,2590.14990234375,1479529,2570.631591796875
2024-07-09,2581.0,2626.0,2573.0,2610.449951171875,1764036,2590.778564453125
2024-07-10,2617.0,2617.050048828125,2590.050048828125,2608.85009765625,1432671,2589.190673828125
2024-07-11,2601.0,2639.5,2601.0,2622.25,1912642,2602.48974609375
2024-07-14,2628.0,2629.25,2613.64990234375,2620.300048828125,920101,2600.554443359375
2024-07-15,2625.949951171875,2725.0,2624.550048828125,2688.449951171875,3298003,2668.190673828125
2024-07-17,2700.0,2751.199951171875,2655.0,2738.39990234375,5569762,2717.764404296875
2024-07-18,2739.0,2743.0,2715.949951171875,2727.0,1668862,2706.450439453125
2024-07-21,2705.699951171875,2749.949951171875,2705.64990234375,2735.300048828125,1911629,2714.687744140625
2024-07-22,2746.0,2811.300048828125,2732.0,2766.35009765625,3906259,2745.50390625
2024-07-23,2748.0,2757.449951171875,2675.10009765625,2717.050048828125,3611927,2696.575439453125
2024-07-24,2717.050048828125,2724.85009765625,2670.0,2707.199951171875,2166670,2686.799560546875
2024-07-25,2724.0,2727.0,2687.25,2711.050048828125,2135309,2690.62060546875
2024-07-28,2711.199951171875,2720.0,2692.800048828125,2711.60009765625,957011,2691.16650390625
2024-07-29,2715.60009765625,2754.35009765625,2685.39990234375,2691.39990234375,1560399,2671.118408203125
2024-07-30,2705.0,2709.64990234375,2675.050048828125,2705.64990234375,1751085,2685.260986328125
2024-07-31,2714.0,2724.949951171875,2695.199951171875,2715.550048828125,1886392,2695.086669921875
2024-08-01,2712.0,2759.5,2681.14990234375,2692.550048828125,1738872,2672.260009765625
2024-08-04,2675.949951171875,2742.0,2666.199951171875,2715.89990234375,3118731,2695.433837890625
2024-08-05,2720.10009765625,2771.75,2708.64990234375,2750.050048828125,2296031,2729.32666015625
2024-08-06,2781.699951171875,2781.85009765625,2735.5,2744.050048828125,1713875,2723.371826171875
2024-08-07,2754.0,2759.25,2720.39990234375,2733.199951171875,1464161,2712.603515625
2024-08-08,2756.0,2758.0,2718.60009765625,2747.199951171875,1284031,2726.498046875
2024-08-11,2738.0,2763.39990234375,2722.39990234375,2748.699951171875,1297178,2727.98681640625
2024-08-12,2742.0,2757.64990234375,2730.10009765625,2741.39990234375,1051237,2720.74169921875
2024-08-13,2741.0,2742.550048828125,2706.60009765625,2722.050048828125,946995,2701.53759765625
2024-08-15,2737.89990234375,2753.60009765625,2710.699951171875,2748.25,1727926,2727.540283203125
2024-08-18,2750.050048828125,2759.75,2737.050048828125,2742.550048828125,1130327,2721.88330078125
2024-08-19,2742.550048828125,2756.25,2735.050048828125,2751.050048828125,1097889,2730.319091796875
2024-08-20,2749.5,2795.10009765625,2742.949951171875,2791.199951171875,1417729,2770.16650390625
2024-08-21,2802.949951171875,2810.0,2782.10009765625,2792.800048828125,1552947,2771.754638671875
2024-08-22,2799.199951171875,2821.0,2771.35009765625,2815.60009765625,2111401,2794.3828125
2024-08-25,2815.60009765625,2834.949951171875,2803.60009765625,2821.14990234375,1152244,2799.890625
2024-08-26,2809.0,2824.10009765625,2759.550048828125,2766.89990234375,1357212,2746.049560546875
2024-08-27,2760.0,2781.75,2745.75,2764.35009765625,1723549,2743.51904296875
2024-08-28,2769.949951171875,2810.0,2745.0,2785.25,2129934,2764.261474609375
2024-08-29,2795.699951171875,2816.300048828125,2760.10009765625,2778.0,4029712,2757.06591796875
2024-09-01,2794.0,2808.89990234375,2779.0,2789.050048828125,957950,2768.03271484375
2024-09-02,2780.0,2827.949951171875,2775.0,2794.300048828125,2022116,2773.2431640625
2024-09-03,2780.0,2843.85009765625,2771.64990234375,2841.25,1640986,2819.83935546875
2024-09-04,2840.050048828125,2855.0,2823.64990234375,2838.449951171875,1945173,2817.060302734375
