Date,Open,High,Low,Close,Volume,Adj_Close,MA5,MA10,MA20,MA50,EMA5,EMA10,EMA20,EMA12,EMA26,MACD,MACD_Signal,MACD_Hist,RSI,BB_Middle,BB_Std,BB_Upper,BB_Lower,BB_Width,ATR,Volume_Change,Volume_MA10,Volume_Ratio,ROC5,ROC10,ROC20,Close_MA20,Volatility,Target,Close_Ratio,High_Low_Ratio,Open_Close_Ratio,Signal,Position,Cash,Holdings,Equity,Returns,Cumulative_Returns
2024-07-30,1157.0,1171.0,1154.0,1166.0999755859375,17347076,1166.0999755859375,1171.8800048828125,1224.6150024414062,1259.4250061035157,1224.74400390625,1182.8830972092805,1210.4055603246643,1232.7116668804313,1217.8881031693436,1234.8752311694066,-16.987128000062967,1.3732322674211375,-18.360360267484104,17.055886471755684,1259.4250061035157,54.469337317340035,1368.3636807381959,1150.4863314688355,0.17299747758974734,30.571437290736608,-0.041070599879657554,14368353.4,1.207311340212442,-5.902765738475891,-10.575155246477186,-6.965058810249813,1259.4250061035157,0.043249369397436795,1,0.9258986997516329,1.01473136915078,0.9921962303606386,1,0,1000000.0,0.0,1000000.0,0.0,0.0
2024-07-31,1168.0,1175.6500244140625,1165.449951171875,1172.300048828125,11190500,1172.300048828125,1171.160009765625,1210.9050048828126,1254.0400085449219,1225.4370043945312,1179.355414415562,1203.4772855071117,1226.9581794468784,1210.8745563476177,1230.2400324774599,-19.365476129842136,-2.7745094120315175,-16.59096671781062,17.531996856046945,1254.0400085449219,57.564028095170585,1369.168064735263,1138.9119523545808,0.18361145642223267,29.553580147879465,-0.3549056913107431,14808652.3,0.7556730871451415,-0.3061463994552871,-10.47044241864038,-8.414058685302738,1254.0400085449219,0.045902864105558196,0,0.9348186986381394,1.0087520474233418,0.9963319554303325,0,810,50436.96044921875,949563.0395507812,1000000.0,0.0,0.0
2024-08-01,1164.0,1167.800048828125,1156.0999755859375,1160.8499755859375,10581445,1160.8499755859375,1167.860009765625,1197.7550048828125,1248.0375061035156,1226.13400390625,1173.1869348056873,1195.7268655214436,1220.6621600315507,1203.1784669996669,1225.100028263273,-21.921561263606236,-6.603919782346461,-15.317641481259775,7.148746431678475,1248.0375061035156,60.78480175327518,1369.607109610066,1126.4679025969654,0.194817227706724,27.44287109375,-0.05442607568920066,15417190.2,0.6863406926120689,-1.4014524433814457,-10.175262311617972,-9.372319973453113,1248.0375061035156,0.04870430692668103,0,0.9301402961920708,1.0101202953803867,1.0027135499679642,0,0,1000000.0,0.0,1000000.0,0.0,0.0
2024-08-04,1142.0,1151.449951171875,1124.300048828125,1133.5,12013362,1133.5,1160.55,1182.8550048828124,1240.3600036621094,1225.49900390625,1159.957956537125,1184.4128899720902,1212.3610019333078,1192.458702845872,1218.314840984512,-25.856138138640063,-10.454363453605183,-15.40177468503488,6.523391973444149,1240.3600036621094,65.13913501491355,1370.6382736919365,1110.0817336322823,0.21006525467636195,28.667864118303573,0.13532338919684417,15948970.7,0.7532374487339174,-3.1238021710893515,-11.617933723196883,-11.930386776173485,1240.3600036621094,0.05251631366909047,0,0.9138475899363009,1.024148271070564,1.0074988972209968,0,0,1000000.0,0.0,1000000.0,0.0,0.0
2024-08-05,1140.0,1151.0,1123.0999755859375,1126.0999755859375,8571122,1126.0999755859375,1151.7699951171876,1169.1400024414063,1232.2725036621093,1224.5410034179688,1148.6719628867293,1173.8105419018805,1204.145666090701,1182.2496678828052,1211.4841102142473,-29.234442331442096,-14.210379229172565,-15.024063102269531,6.397078930975866,1232.2725036621093,68.86712406281234,1370.006751787734,1094.5382555364847,0.22354511314064265,29.321437290736608,-0.28653427741543125,15927150.2,0.5381453613716785,-3.7521388388087606,-10.85691861579755,-12.559692748870699,1232.2725036621093,0.05588627828516069,1,0.9138400574867614,1.0248419775804078,1.0123435083166838,1,0,1000000.0,0.0,1000000.0,0.0,0.0
2024-08-06,1138.800048828125,1144.800048828125,1127.0,1136.800048828125,8370312,1136.800048828125,1145.910009765625,1158.8950073242188,1224.6425048828125,1223.5370043945313,1144.714658200528,1167.0813613430157,1197.7317977799794,1175.2574187974699,1205.951957518979,-30.69453872150916,-17.507211127639884,-13.187327593869277,8.76735913663174,1224.6425048828125,70.63547384255891,1365.9134525679303,1083.3715571976948,0.23071377503532947,28.93572998046875,-0.0234286712988101,15729695.4,0.5321343984830119,-2.5126427725967515,-8.26709309436151,-11.834959880296491,1224.6425048828125,0.057678443758832375,1,0.9282709397195933,1.0157941870702085,1.001759324343856,1,835,50771.959228515625,949228.0407714844,1000000.0,0.0,0.0
2024-08-07,1133.0999755859375,1142.800048828125,1126.0,1138.1500244140625,7903428,1138.1500244140625,1139.0800048828125,1155.1200073242187,1216.9675048828126,1222.6320043945314,1142.5264469383728,1161.821118265024,1192.0573431737016,1169.5485888923301,1200.9295921038001,-31.381003211469988,-20.281969544405907,-11.09903366706408,10.17565253358822,1216.9675048828126,71.30765890000863,1359.5828226828298,1074.3521870827954,0.2343781854943618,28.621442522321427,-0.055778565960265314,13222051.1,0.597745988139465,-2.913078818703463,-3.210306932242002,-11.884024085365763,1216.9675048828126,0.058594546373590455,1,0.9352345233931783,1.014920114412189,0.9955629321971637,1,835,50771.959228515625,950355.2703857422,1001127.2296142578,0.0011272296142577076,0.0011272296142577076
2024-08-08,1152.0,1155.699951171875,1139.949951171875,1142.75,6262086,1142.75,1135.460009765625,1151.660009765625,1209.2675048828125,1222.2920043945312,1142.600964625582,1158.353642216838,1187.3614057285872,1165.4257290627409,1196.6199926887036,-31.194263625962776,-22.46442836071728,-8.729835265245494,12.9015323753503,1209.2675048828125,70.54974118424146,1350.3669872512955,1068.1680225143296,0.23336355570417255,28.864292689732142,-0.20767469508167846,11992794.9,0.5221540143240505,-1.5592002383255088,-2.9388012318697254,-11.875843454790825,1209.2675048828125,0.058340888926043104,1,0.944993556335363,1.0138163960477466,1.0080945088602056,1,835,50771.959228515625,954196.25,1004968.2092285156,0.003836654823321295,0.0049682092285154855
2024-08-11,1146.0,1169.0999755859375,1135.8499755859375,1164.300048828125,9078384,1164.300048828125,1141.62001953125,1151.085009765625,1201.6175048828125,1222.2190063476562,1149.8339926930964,1159.4348070552537,1185.1650860237812,1165.2525474881845,1194.2259227731051,-28.97337528492062,-23.766217745557952,-5.207157539362669,24.049337753856747,1201.6175048828125,66.39144094917171,1334.400386781156,1068.834622984469,0.22100690337611736,28.375008719308035,0.44973799465545516,10940776.0,0.8297751457483454,2.717251771338769,-0.491431969577627,-11.614665932496504,1201.6175048828125,0.05525172584402931,0,0.9689439810063962,1.0292732321298397,0.9842823601643372,0,835,50771.959228515625,972190.5407714844,1022962.5,0.017905333329198525,0.022962499999999775
2024-08-12,1161.3499755859375,1179.5999755859375,1155.4000244140625,1159.5999755859375,6180463,1159.5999755859375,1148.32001953125,1150.0450073242187,1194.2250061035156,1222.1680053710938,1153.0893203240435,1159.4648376971961,1182.7303136011294,1164.382921041685,1191.661037796278,-27.27811675459293,-24.468597547364947,-2.809519207227982,26.758120140970192,1194.2250061035156,62.07831662780061,1318.381639359117,1070.0683728479144,0.20792837634625672,27.196437290736608,-0.31921110629380733,9749817.8,0.6339054869312531,2.974869081456921,-0.8888909755608965,-11.30827038185429,1194.2250061035156,0.051982094086564165,0,0.9710062757515422,1.0209450845252903,1.0015091411149053,0,0,1022962.5,0.0,1022962.5,0.0,0.022962499999999775
